ID,Descrip,Energy,Protein,Fat,Carbohydrate,Sugar,Fiber,Vitamin A,Vitamin B-6,Vitamin B-12,Vitamin C,Vitamin E,Folate,Niacin,Riboflavin,Thiamin,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Selenium,Zinc,FoV
11872,"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",93,4.31,0.89,19.95,2.21,4.1,10,0.095,0,5.9,0.18,33,1.306,0.068,0.074,15,0.06,0.89,23,0.28,70,0.6,0.45,Vegetable
11873,"Swamp cabbage, cooked, boiled, drained, with salt",20,2.08,0.24,3.71,0,1.9,260,0.081,0,16,0,35,0.5,0.08,0.05,54,0.021,1.32,30,0.143,42,0.9,0.16,Vegetable
11874,"Sweet potato leaves, cooked, steamed, with salt",35,2.18,0.34,7.38,5.48,1.9,147,0.16,0,1.5,0.96,49,1.003,0.267,0.112,33,0.033,0.63,48,0.229,40,0.9,0.26,Vegetable
11875,"Sweet potato, cooked, baked in skin, flesh, with salt",92,2.01,0.15,20.71,6.48,3.3,0,0.286,0,19.6,0.71,6,1.487,0.106,0.107,38,0.161,0.69,27,0.497,54,0.2,0.32,Vegetable
11876,"Sweet potato, cooked, boiled, without skin, with salt",76,1.37,0.14,17.72,5.74,2.5,787,0.165,0,12.8,0.94,6,0.538,0.047,0.056,27,0.094,0.72,18,0.266,32,0.2,0.2,Vegetable
11877,"Sweet potato, frozen, cooked, baked, with salt",100,1.71,0.12,23.4,0,1.8,821,0.186,0,9.1,0,22,0.555,0.056,0.066,35,0.183,0.54,21,0.665,44,0.6,0.3,Vegetable
11878,"Taro, cooked, with salt",142,0.52,0.11,34.6,0.49,5.1,4,0.331,0,5,2.93,19,0.51,0.028,0.107,18,0.201,0.72,30,0.449,76,0.9,0.27,Vegetable
11879,"Taro, leaves, cooked, steamed, with salt",24,2.72,0.41,3.89,0,2,212,0.072,0,35.5,0,48,1.267,0.38,0.139,86,0.14,1.18,20,0.371,27,0.9,0.21,Vegetable
11880,"Taro, shoots, cooked, with salt",14,0.73,0.08,3.19,0,0,3,0.112,0,18.9,0,3,0.81,0.053,0.038,14,0.094,0.41,8,0.13,26,1,0.54,Vegetable
11881,"Taro, tahitian, cooked, with salt",44,4.16,0.68,6.85,0,0,88,0.117,0,38,0,7,0.48,0.198,0.044,149,0.076,1.56,51,0.168,67,0.8,0.1,Vegetable
11884,"Tomatoes, red, ripe, cooked, with salt",18,0.95,0.11,4.01,2.49,0.7,24,0.079,0,22.8,0.56,13,0.532,0.022,0.036,11,0.075,0.68,9,0.105,28,0,0.14,Vegetable
11885,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",16,0.79,0.25,3.47,2.55,1.9,22,0.111,0,12.6,0.59,8,0.712,0.055,0.575,33,0.052,0.57,10,0.068,17,0.7,0.12,Vegetable
11886,"Tomato juice, canned, without salt added",17,0.85,0.29,3.53,2.58,0.4,23,0.07,0,70.1,0.32,20,0.673,0.078,0.1,10,0.042,0.39,11,0.068,19,0.5,0.11,Vegetable
11887,"Tomato products, canned, paste, with salt added",82,4.32,0.47,18.91,12.18,4.1,76,0.216,0,21.9,4.3,12,3.076,0.153,0.06,36,0.365,2.98,42,0.302,83,5.3,0.63,Vegetable
11888,"Tomato products, canned, puree, with salt added",38,1.65,0.21,8.98,4.83,1.9,26,0.126,0,10.6,1.97,11,1.466,0.08,0.025,18,0.287,1.78,23,0.169,40,0.7,0.36,Vegetable
11889,"Turnips, cooked, boiled, drained, with salt",22,0.71,0.08,5.06,2.99,2,0,0.067,0,11.6,0.02,9,0.299,0.023,0.027,22,0.064,0.22,8,0.1,19,0.6,0.2,Vegetable
11890,"Turnips, frozen, cooked, boiled, drained, with salt",21,1.53,0.24,3.76,1.76,2,0,0.067,0,3.9,0.02,8,0.56,0.028,0.035,32,0.063,0.98,14,0.1,26,0.6,0.2,Vegetable
11891,"Turnip greens, cooked, boiled, drained, with salt",20,1.14,0.23,4.36,0.53,3.5,381,0.18,0,27.4,1.88,118,0.411,0.072,0.045,137,0.253,0.8,22,0.337,29,0.9,0.14,Vegetable
11892,"Turnip greens, frozen, cooked, boiled, drained, with salt",29,3.35,0.42,4.98,0.75,3.4,538,0.067,0,21.8,2.66,39,0.468,0.074,0.054,152,0.15,1.94,26,0.475,34,1.2,0.41,Vegetable
11893,"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",34,2.99,0.38,4.74,0.95,3.1,431,0.067,0,18.2,2.13,33,0.486,0.065,0.05,128,0.133,1.75,24,0.4,32,1.1,0.37,Vegetable
11894,"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",60,2.86,0.15,13.09,3.12,4.4,214,0.074,0,3.2,0.38,19,0.851,0.12,0.071,25,0.083,0.82,22,0.379,51,0.3,0.49,Vegetable
11895,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, with salt",11,0.4,0.2,2.45,1.18,1,0,0.032,0,10.5,0.08,4,0.384,0.001,0.034,18,0.022,0.38,10,0.056,17,0.2,0.59,Vegetable
11896,"Winged bean, immature seeds, cooked, boiled, drained, with salt",37,5.31,0.66,3.21,0,0,4,0.082,0,9.8,0,35,0.652,0.072,0.086,61,0.037,1.09,30,0.158,25,1.1,0.28,Vegetable
11897,"Yam, cooked, boiled, drained, or baked, with salt",114,1.49,0.14,26.99,0.49,3.9,6,0.228,0,12.1,0.34,16,0.552,0.028,0.095,14,0.152,0.52,18,0.371,49,0.7,0.2,Vegetable
11898,"Yambean (jicama), cooked, boiled, drained, with salt",36,0.72,0.09,8.23,0,0,0,0.04,0,14.1,0,8,0.19,0.028,0.017,11,0.046,0.57,11,0.057,16,0.7,0.15,Vegetable
11899,"Yardlong bean, cooked, boiled, drained, with salt",47,2.53,0.1,9.17,0,0,23,0.024,0,16.2,0,45,0.63,0.099,0.085,44,0.047,0.98,42,0.201,57,1.5,0.36,Vegetable
11900,"Corn, sweet, white, raw",86,3.22,1.18,19.02,3.22,2.7,0,0.055,0,6.8,0.07,46,1.7,0.06,0.2,2,0.054,0.52,37,0.161,89,0.6,0.45,Vegetable
11901,"Corn, sweet, white, cooked, boiled, drained, without salt",97,3.34,1.41,21.71,7.73,2.7,0,0.127,0,6.2,0.09,20,1.666,0.053,0.09,2,0.057,0.55,31,0.214,92,0.8,0.54,Vegetable
11902,"Corn, sweet, white, cooked, boiled, drained, with salt",97,3.34,1.41,21.71,7.73,2.7,0,0.127,0,6.2,0.09,20,1.666,0.053,0.09,2,0.057,0.55,31,0.214,92,0.8,0.54,Vegetable
11903,"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids",64,1.95,0.5,15.41,0,1.7,0,0.037,0,5.5,0,38,0.939,0.061,0.026,4,0.056,0.41,16,0.033,51,0.6,0.36,Vegetable
11904,"Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids",64,1.95,0.5,15.41,0,0.7,0,0.037,0,5.5,0,38,0.939,0.061,0.026,4,0.056,0.41,16,0.033,51,0.6,0.36,Vegetable
11905,"Corn, sweet, white, canned, whole kernel, drained solids",71,2.32,1.37,15.06,2.42,2.3,0,0.065,0,2.1,0.07,36,0.883,0.016,0.015,3,0.031,0.28,13,0.066,46,0.7,0.31,Vegetable
11906,"Corn, sweet, white, canned, cream style, regular pack",74,1.74,0.42,18.62,2.21,1.2,0,0.063,0,4.6,0.07,45,0.96,0.053,0.025,4,0.022,0.31,15,0.068,40,0.4,0.56,Vegetable
11907,"Corn, sweet, white, canned, cream style, no salt added",72,1.74,0.42,18.13,2.21,1.2,0,0.063,0,4.6,0.06,45,0.96,0.053,0.025,3,0.052,0.38,17,0.039,51,0.6,0.53,Vegetable
11908,"Corn, sweet, white, canned, vacuum pack, regular pack",79,2.41,0.5,19.44,0,2,0,0.055,0,8.1,0,49,1.167,0.073,0.041,5,0.048,0.42,23,0.067,64,0.7,0.46,Vegetable
11909,"Corn, sweet, white, canned, vacuum pack, no salt added",79,2.41,0.5,19.44,0,2,0,0.055,0,8.1,0,49,1.167,0.073,0.041,5,0.048,0.42,23,0.067,64,0.7,0.46,Vegetable
11910,"Corn, sweet, white, frozen, kernels cut off cob, unprepared",88,3.02,0.77,20.73,9.09,2.9,0,0.178,0,6.3,0,36,1.726,0.07,0.083,4,0.036,0.41,18,0.126,70,0.7,0.37,Vegetable
11911,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",80,2.75,0.43,19.56,3.12,2.4,0,0.129,0,3.1,0.07,31,1.299,0.071,0.083,4,0.037,0.35,19,0.127,57,0.7,0.4,Vegetable
11912,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt",80,2.75,0.43,19.56,3.12,2.4,0,0.129,0,3.1,0.07,31,1.299,0.071,0.083,4,0.037,0.35,19,0.127,57,0.7,0.4,Vegetable
11913,"Corn, sweet, white, frozen, kernels on cob, unprepared",98,3.28,0.78,23.5,0,2.8,0,0.179,0,7.2,0,40,1.681,0.088,0.103,4,0.051,0.68,32,0.158,87,0.8,0.7,Vegetable
11914,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",94,3.11,0.74,22.33,0,2.1,0,0.224,0,4.8,0,31,1.517,0.069,0.174,3,0.046,0.61,29,0.142,75,0.7,0.63,Vegetable
11915,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt",94,3.11,0.74,22.33,0,2.8,0,0.224,0,4.8,0,31,1.517,0.069,0.174,3,0.046,0.61,29,0.142,75,0.7,0.63,Vegetable
11916,"Peppers, sweet, red, canned, solids and liquids",18,0.8,0.3,3.9,0,1.2,26,0.178,0,46.5,0,16,0.55,0.03,0.025,41,0.13,0.8,11,0.16,20,0.3,0.18,Vegetable
11917,"Peppers, sweet, red, frozen, chopped, unprepared",20,1.08,0.21,4.45,3.26,1.6,121,0.137,0,58.7,1.23,14,1.37,0.038,0.069,9,0.053,0.62,8,0.117,17,0.2,0.06,Vegetable
11918,"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",16,0.95,0.18,3.31,2.86,0.8,96,0.108,0,41.2,1.08,10,1.082,0.031,0.051,8,0.044,0.52,7,0.097,13,0.2,0.05,Vegetable
11919,"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",16,0.95,0.18,3.31,2.86,0.8,96,0.108,0,41.2,1.08,10,1.082,0.031,0.051,8,0.044,0.52,7,0.097,13,0.2,0.05,Vegetable
11921,"Peppers, sweet, red, sauteed",133,1.04,12.75,6.57,4.28,1.8,138,0.364,0,162.8,3.09,2,0.954,0.109,0.056,7,0.017,0.47,12,0.115,23,0,0.15,Vegetable
11922,"Sesbania flower, cooked, steamed, with salt",21,1.14,0.05,5.1,0,0,0,0,0,37,0,57,0.25,0.043,0.048,22,0,0.56,12,0,21,0.7,0,Vegetable
11923,"Soybeans, mature seeds, sprouted, cooked, steamed, with salt",81,8.47,4.45,6.53,0.43,0.8,2,0.105,0,8.3,0.21,80,1.092,0.053,0.205,59,0.33,1.31,60,0.71,135,0.6,1.04,Vegetable
11924,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",125,13.1,7.1,9.4,0,0.8,1,0.168,0,12,0,127,1.1,0.19,0.42,82,0.527,0.4,96,1.133,216,0.6,2.1,Vegetable
11925,"Dock, cooked, boiled, drained, with salt",20,1.83,0.64,2.93,0,0,174,0.1,0,26.3,0,8,0.411,0.086,0.034,38,0.114,2.08,89,0.303,52,0.9,0.17,Vegetable
11926,"Lentils, sprouted, cooked, stir-fried, with salt",101,8.8,0.45,21.25,0,0,2,0.164,0,12.6,0,67,1.2,0.09,0.22,14,0.337,3.1,35,0.502,153,0.6,1.6,Vegetable
11927,"Mountain yam, hawaii, cooked, steamed, with salt",82,1.73,0.08,19.99,0,0,0,0.209,0,0,0,12,0.13,0.014,0.086,8,0.129,0.43,10,0.283,40,0.9,0.32,Vegetable
11928,"Tree fern, cooked, with salt",40,0.29,0.07,10.78,0,3.7,10,0.179,0,30,0,15,3.5,0.3,0,8,0.202,0.16,5,0.539,4,0.9,0.31,Vegetable
11929,"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",108,2.05,4.93,14.4,0,2.2,44,0.01,0,6,0,7,0.763,0.077,0.079,35,0.022,0.19,19,0.003,60,0.5,0.24,Vegetable
11930,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added",113,1.9,5.6,15.02,0,2.3,46,0.009,0,9.7,0,7,0.67,0.05,0.111,49,0.016,0.22,18,0.114,56,0.5,0.18,Vegetable
11931,"Peppers, sweet, red, freeze-dried",314,17.9,3,68.7,40.77,21.3,3863,2.223,0,1900,4,229,7.4,1.2,1.2,134,1.389,10.4,188,1.897,327,3.7,2.41,Vegetable
11932,"Beans, snap, yellow, canned, regular pack, drained solids",20,1.15,0.1,4.5,0.96,1.3,5,0.037,0,4.8,0.29,32,0.201,0.056,0.015,26,0.038,0.9,13,0.2,19,0.4,0.29,Vegetable
11933,"Beans, snap, yellow, canned, no salt added, drained solids",20,1.15,0.1,4.5,0.96,1.3,5,0.037,0,4.8,0.29,32,0.201,0.056,0.015,26,0.038,0.9,13,0.2,19,0.4,0.29,Vegetable
11934,"Potatoes, mashed, home-prepared, whole milk and butter added",113,1.86,4.22,16.81,1.43,1.5,38,0.222,0.07,6,0.12,8,1.072,0.041,0.086,24,0.138,0.26,18,0.114,45,0.8,0.27,Vegetable
11935,Catsup,101,1.04,0.1,27.4,21.27,0.3,26,0.158,0,4.1,1.46,9,1.434,0.166,0.011,15,0.085,0.35,13,0.084,26,0.7,0.17,Vegetable
11937,"Pickles, cucumber, dill or kosher dill",12,0.5,0.3,2.41,1.07,1,6,0.035,0,2.3,0.03,8,0.109,0.057,0.045,57,0.028,0.26,7,0.062,16,0,0.1,Vegetable
11939,"Mushrooms, portabella, exposed to ultraviolet light, grilled",29,3.28,0.58,4.44,2.26,2.2,0,0.122,0,0,0,0,6.255,0.403,0.072,3,0.389,0.4,13,0.067,135,21.9,0.65,Vegetable
11940,"Pickles, cucumber, sweet (includes bread and butter pickles)",91,0.58,0.41,21.15,18.27,1,38,0.024,0,0.7,0.36,1,0.115,0.03,0.025,61,0.028,0.25,7,0.065,18,0,0.12,Vegetable
11941,"Pickles, cucumber, sour",11,0.33,0.2,2.26,1.06,1.2,10,0.009,0,1,0.09,1,0,0.01,0,0,0.085,0.4,4,0.011,14,0,0.02,Vegetable
11943,"Pimento, canned",23,1.1,0.3,5.1,2.71,1.9,133,0.215,0,84.9,0.69,6,0.615,0.06,0.017,6,0.049,1.68,6,0.092,17,0.2,0.19,Vegetable
11944,"Pickle relish, hot dog",91,1.5,0.46,23.35,0,1.5,8,0.015,0,1,0,1,0.5,0.04,0.04,5,0.082,1.25,19,0.015,40,0,0.21,Vegetable
11945,"Pickle relish, sweet",130,0.37,0.47,35.06,29.13,1.1,61,0.015,0,1,0.58,1,0.233,0.033,0,3,0.085,0.87,5,0.015,14,0,0.14,Vegetable
11946,"Pickles, cucumber, sour, low sodium",11,0.33,0.2,2.26,1.06,1.2,10,0.009,0,1,0.09,1,0,0.01,0,0,0.085,0.4,4,0.011,14,0,0.02,Vegetable
11947,"Pickles, cucumber, dill, reduced sodium",12,0.5,0.3,2.41,1.07,1,6,0.035,0,2.3,0.03,8,0.109,0.057,0.045,57,0.028,0.26,7,0.062,16,0,0.1,Vegetable
11948,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",122,0.37,0.26,33.73,26.68,1.1,56,0.015,0,1.2,0.53,1,0.174,0.032,0.009,4,0.105,0.59,4,0.015,12,0,0.08,Vegetable
11949,"Catsup, low sodium",101,1.04,0.1,27.4,21.27,0.3,26,0.158,0,4.1,1.46,9,1.434,0.166,0.011,15,0.085,0.35,13,0.084,26,0.7,0.17,Vegetable
11950,"Mushrooms, enoki, raw",37,2.66,0.29,7.81,0.22,2.7,0,0.1,0,0,0.01,48,7.032,0.2,0.225,0,0.107,1.15,16,0.075,105,2.2,0.65,Vegetable
11951,"Peppers, sweet, yellow, raw",27,1,0.21,6.32,0,0.9,10,0.168,0,183.5,0,26,0.89,0.025,0.028,11,0.107,0.46,12,0.117,24,0.3,0.17,Vegetable
11952,"Radicchio, raw",23,1.43,0.25,4.48,0.6,0.9,1,0.057,0,8,2.26,60,0.255,0.028,0.016,19,0.341,0.57,13,0.138,40,0.9,0.62,Vegetable
11953,"Squash, zucchini, baby, raw",21,2.71,0.4,3.11,0,1.1,25,0.142,0,34.1,0,20,0.705,0.036,0.042,21,0.097,0.79,33,0.196,93,0.3,0.83,Vegetable
11954,"Tomatillos, raw",32,0.96,1.02,5.84,3.93,1.9,6,0.056,0,11.7,0.38,7,1.85,0.035,0.044,7,0.079,0.62,20,0.153,39,0.5,0.22,Vegetable
11955,"Tomatoes, sun-dried",258,14.11,2.97,55.76,37.59,12.3,44,0.332,0,39.2,0.01,68,9.05,0.489,0.528,110,1.423,9.09,194,1.846,356,5.5,1.99,Vegetable
11956,"Tomatoes, sun-dried, packed in oil, drained",213,5.06,14.08,23.33,0,5.8,64,0.319,0,101.8,0,23,3.63,0.383,0.193,47,0.473,2.68,81,0.466,139,3,0.78,Vegetable
11957,"Fennel, bulb, raw",31,1.24,0.2,7.3,3.93,3.1,48,0.047,0,12,0.58,27,0.64,0.032,0.01,49,0.066,0.73,17,0.191,50,0.7,0.2,Vegetable
11958,"Pickle relish, hamburger",129,0.63,0.54,34.48,0,3.2,13,0.015,0,2.3,0,1,0.617,0.042,0.02,4,0.083,1.14,7,0.015,17,0,0.11,Vegetable
11959,"Arugula, raw",25,2.58,0.66,3.65,2.05,1.6,119,0.073,0,15,0.43,97,0.305,0.086,0.044,160,0.076,1.46,47,0.321,52,0.3,0.47,Vegetable
11960,"Carrots, baby, raw",35,0.64,0.13,8.24,4.76,2.9,690,0.105,0,2.6,0,27,0.556,0.036,0.03,32,0.1,0.89,10,0.151,28,0.9,0.17,Vegetable
11961,"Hearts of palm, canned",28,2.52,0.62,4.62,0,2.4,0,0.022,0,7.9,0,39,0.437,0.057,0.011,58,0.133,3.13,38,1.394,65,0.7,1.15,Vegetable
11962,"Peppers, hot chile, sun-dried",324,10.58,5.81,69.86,41.06,28.7,1324,0.81,0,31.4,3.14,51,8.669,1.205,0.081,45,0.228,6.04,88,0.821,159,3.5,1.02,Vegetable
11963,"Nopales, raw",16,1.32,0.09,3.33,1.15,2.2,23,0.07,0,9.3,0,3,0.41,0.041,0.012,164,0.052,0.59,52,0.457,16,0.7,0.25,Vegetable
11964,"Nopales, cooked, without salt",15,1.35,0.05,3.28,1.12,2,22,0.067,0,5.3,0,3,0.296,0.04,0.011,164,0.049,0.5,47,0.408,16,0.7,0.21,Vegetable
11965,"Cauliflower, green, raw",31,2.95,0.3,6.09,3.03,3.2,8,0.222,0,88.1,0.04,57,0.734,0.102,0.08,33,0.041,0.73,20,0.247,62,0.6,0.64,Vegetable
11967,"Cauliflower, green, cooked, no salt added",32,3.04,0.31,6.28,0,3.3,7,0.206,0,72.6,0,41,0.681,0.1,0.07,32,0.04,0.72,19,0.242,57,0.8,0.63,Vegetable
11968,"Cauliflower, green, cooked, with salt",32,3.04,0.31,6.28,0,3.3,7,0.206,0,72.6,0,41,0.681,0.1,0.07,32,0.04,0.72,19,0.242,57,0.8,0.63,Vegetable
11969,"Broccoli, chinese, cooked",22,1.14,0.72,3.81,0.84,2.5,82,0.07,0,28.2,0.48,99,0.437,0.146,0.095,100,0.061,0.56,18,0.264,41,1.3,0.39,Vegetable
11970,"Cabbage, napa, cooked",12,1.1,0.17,2.23,0,0,13,0.037,0,3.2,0,43,0.466,0.025,0.005,29,0.096,0.74,8,0.203,19,0.4,0.14,Vegetable
11972,"Lemon grass (citronella), raw",99,1.82,0.49,25.31,0,0,0,0.08,0,2.6,0,75,1.101,0.135,0.065,65,0.266,8.17,60,5.224,101,0.7,2.23,Vegetable
11973,"Beans, fava, in pod, raw",88,7.92,0.73,17.63,9.21,7.5,17,0.104,0,3.7,1.16,148,2.249,0.29,0.133,37,0.402,1.55,33,0.661,129,0.8,1,Vegetable
11974,"Grape leaves, raw",93,5.6,2.12,17.31,6.3,11,1376,0.4,0,11.1,2,83,2.362,0.354,0.04,363,0.415,2.63,95,2.855,91,0.9,0.67,Vegetable
11975,"Grape leaves, canned",69,4.27,1.97,11.71,0,9.9,263,0.136,0,11.3,1.79,78,4.505,0.364,0.064,289,1.841,2.98,14,0.29,34,0.9,0.4,Vegetable
11976,"Pepper, banana, raw",27,1.66,0.45,5.35,1.95,3.4,17,0.357,0,82.7,0.69,29,1.242,0.054,0.081,14,0.094,0.46,17,0.1,32,0.3,0.25,Vegetable
11977,"Peppers, serrano, raw",32,1.74,0.44,6.7,3.83,3.7,47,0.505,0,44.9,0.69,23,1.537,0.081,0.054,11,0.129,0.86,22,0.187,40,0.4,0.26,Vegetable
11978,"Peppers, ancho, dried",281,11.86,8.2,51.42,0,21.6,1022,3.535,0,2,0,69,6.403,2.255,0.179,61,0.508,10.93,113,1.279,201,2.9,1.42,Vegetable
11979,"Peppers, jalapeno, raw",29,0.91,0.37,6.5,4.12,2.8,54,0.419,0,118.6,3.58,27,1.28,0.07,0.04,12,0.046,0.25,15,0.097,26,0.4,0.14,Vegetable
11980,"Peppers, chili, green, canned",21,0.72,0.27,4.6,0,1.7,6,0.12,0,34.2,0,54,0.627,0.03,0.01,36,0,1.33,4,0,11,0.3,0.09,Vegetable
11981,"Peppers, hungarian, raw",29,0.8,0.41,6.7,3.53,1,41,0.517,0,92.9,0.48,53,1.092,0.055,0.079,12,0.115,0.46,16,0.204,29,0.3,0.3,Vegetable
11982,"Peppers, pasilla, dried",345,12.35,15.85,51.13,0,26.8,1788,4.228,0,6.4,0,170,7.175,3.197,0.172,97,0.423,9.83,130,1.58,267,3.2,1.4,Vegetable
11983,"Pickles, chowchow, with cauliflower onion mustard, sweet",121,1.5,0.9,26.64,23.88,1.5,5,0.01,0,6,0.16,5,0,0.02,0,23,0.092,1.4,21,0.085,22,2,0.23,Vegetable
11984,"Epazote, raw",32,0.33,0.52,7.44,0,3.8,3,0.152,0,3.6,0,215,0.639,0.348,0.028,275,0.19,1.88,121,3.098,86,0.9,1.1,Vegetable
11985,"Fireweed, leaves, raw",103,4.71,2.75,19.22,0,10.6,180,0.632,0,2.2,0,112,4.674,0.137,0.033,429,0.32,2.4,156,6.704,108,0.9,2.66,Vegetable
11986,"Malabar spinach, cooked",23,2.98,0.78,2.71,0,2.1,58,0.086,0,5.9,0,114,0.787,0.129,0.106,124,0.111,1.48,48,0.255,36,0.9,0.3,Vegetable
11987,"Mushrooms, oyster, raw",33,3.31,0.41,6.09,1.11,2.3,2,0.11,0,0,0,38,4.956,0.349,0.125,3,0.244,1.33,18,0.113,120,2.6,0.77,Vegetable
11988,"Fungi, Cloud ears, dried",284,9.25,0.73,73.01,0,70.1,0,0.112,0,0,0,38,6.267,0.844,0.015,159,0.183,5.88,83,1.951,184,43.4,1.32,Vegetable
11989,"Mushrooms, straw, canned, drained solids",32,3.83,0.68,4.64,0,2.5,0,0.014,0,0,0,38,0.224,0.07,0.013,10,0.133,1.43,7,0.098,61,15.2,0.67,Vegetable
11990,"Wasabi, root, raw",109,4.8,0.63,23.54,0,7.8,2,0.274,0,41.9,0,18,0.743,0.114,0.131,128,0.155,1.03,69,0.391,80,0,1.62,Vegetable
11991,"Yautia (tannier), raw",98,1.46,0.4,23.63,0,1.5,0,0.237,0,5.2,0,17,0.667,0.04,0.097,9,0.257,0.98,24,0.186,51,0.7,0.5,Vegetable
11992,"Mushrooms, white, microwaved",35,3.91,0.46,6.04,0,2.5,0,0.049,0,0,0,16,5.35,0.431,0.06,6,0.37,0.33,14,0.064,127,18,0.73,Vegetable
11993,"Mushrooms, maitake, raw",31,1.94,0.19,6.97,2.07,2.7,0,0.056,0,0,0.01,21,6.585,0.242,0.146,1,0.252,0.3,10,0.059,74,2.2,0.75,Vegetable
11995,"Fiddlehead ferns, raw",34,4.55,0.4,5.54,0,0,181,0,0,26.6,0,0,4.98,0.21,0.02,32,0.32,1.31,34,0.51,101,0,0.83,Vegetable
11996,"Fiddlehead ferns, frozen, unprepared",34,4.31,0.35,5.74,0,0,168,0,0,17.8,0,0,3.26,0.13,0.014,24,0.22,0.73,19,0.94,58,0,0.71,Vegetable
11998,"Mushrooms, portabella, exposed to ultraviolet light, raw",22,2.11,0.35,3.87,2.5,1.3,0,0.148,0.05,0,0.02,28,4.494,0.13,0.059,3,0.286,0.31,10,0.069,108,18.6,0.53,Vegetable
31001,"CAMPBELL'S, Tomato juice",21,0.82,0,4.12,2.88,0.8,0,0,0,29.6,0,0,0,0,0,8,0,0.15,0,0,0,0,0,Vegetable
31002,"CAMPBELL'S, Tomato juice, low sodium",21,0.82,0,4.12,2.88,0.8,0,0,0,29.6,0,0,0,0,0,8,0,0.15,0,0,0,0,0,Vegetable
31005,"CAMPBELL'S, V8 Vegetable Juice, Organic V8",20,0.41,0,4.53,3.29,0.8,0,0,0,29.6,0,0,0,0,0,8,0,0.3,0,0,0,0,0,Vegetable
31006,"CAMPBELL'S, Organic Tomato juice",21,0.82,0,4.12,2.88,0.8,0,0,0,29.6,0,0,0,0,0,8,0,0.15,0,0,0,0,0,Vegetable
31007,HEALTHY REQUEST Tomato juice,21,0.82,0,4.53,3.7,0.8,0,0,0,29.6,5.56,0,0,0,0,8,0,0,0,0,0,0,0,Vegetable
31008,"CAMPBELL'S, V8 100% Vegetable Juice",21,0.82,0,4.12,3.29,0.8,0,0,0,29.6,0,0,0,0,0,16,0,0.3,0,0,0,0,0,Vegetable
31010,"CAMPBELL'S, V8 Vegetable Juice, Essential Antioxidants V8",21,0.82,0,4.53,3.29,0.8,0,0,0,49.4,0,0,0,0,0,16,0,0.3,0,0,0,0,0.62,Vegetable
31011,"CAMPBELL'S, V8 Vegetable Juice, Calcium Enriched V8",21,0.82,0,4.53,3.29,0.8,0,0,0,29.6,0,0,0,0,0,123,0,0.3,0,0,0,0,0,Vegetable
31012,"CAMPBELL'S, V8 Vegetable Juice, Low Sodium V8",21,0.82,0,4.12,3.29,0.8,41,0,0,29.6,0,0,0,0,0,8,0,0.15,0,0,0,0,0,Vegetable
31013,"CAMPBELL'S, V8 Vegetable Juice, Spicy Hot V8",21,0.82,0,4.12,3.29,0.8,0,0,0,29.6,0,0,0,0,0,16,0,0.44,0,0,0,0,0,Vegetable
31014,"PACE, Jalapenos Nacho Sliced Peppers",13,0,0,3.33,3.33,3.3,0,0,0,12,0,0,0,0,0,67,0,0,0,0,0,0,0,Vegetable
31015,"PACE, Diced Green Chilies",27,0,0,6.67,3.33,3.3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Vegetable
31016,"CAMPBELL'S, V8 60% Vegetable Juice, V8 V-Lite",14,0.41,0,2.88,2.06,0.4,0,0,0,29.6,0,0,0,0,0,16,0,0.3,0,0,0,0,0,Vegetable
31017,"CAMPBELL'S, V8 Vegetable Juice, Low Sodium Spicy Hot",21,0.82,0,4.53,3.29,0.8,0,0,0,24.7,0,0,0,0,0,8,0,0.15,25,0,25,0,0.12,Vegetable
31018,"CAMPBELL'S, V8 Vegetable Juice, High Fiber V8",25,0.82,0,5.39,3.29,2.1,0,0,0,29.6,0,0,0,0,0,16,0,0.3,0,0,0,0,0,Vegetable
31019,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",259,15.34,1.39,46.24,0,36.7,406,0.23,2.25,29,5.53,188,3.75,1.59,0.48,299,0.47,66.38,692,5.88,260,0,2.53,Vegetable
31020,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",31,1.86,0.17,5.62,0,4.5,49,0.03,0.27,3.5,0.67,23,0.46,0.19,0.06,36,0.06,8.07,84,0.71,32,0,0.31,Vegetable
